Project Code,Invoice Number,Invoice Date,QTY,UNIT PRICE,TOTAL,"Invoiced?
[Y / N]","Invoice 
Remarks","Reason for 
not Invoicing",Entity,Actual Entity,Consultant Name,SCHOOL,Zone,"Programme 
Name",UOM,"Projected 
Amount",January,February,March,March Hols,April,May,June Hols,July,August,September,Sep Hols,October,November,December,"Payment 
Reference",Payment Date,Paid Amount,"Outstanding
Amount","Service 
Consultant"
VEMI17044,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17045,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17046,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17047,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17048,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17049,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17050,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17051,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17052,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17053,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17054,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17055,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17056,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17057,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17058,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17059,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17060,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17061,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17062,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17063,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17064,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17065,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17066,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17067,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17068,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17069,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17070,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17071,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17072,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17073,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17074,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17075,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17076,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17077,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17078,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17079,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17080,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17081,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17082,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17083,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17084,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17086,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17087,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17088,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17089,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17090,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17091,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17092,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17093,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17094,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17095,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17096,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17097,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17098,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17099,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17100,,,,,$0.00,,,,EPITOMEDIA (INSTRUCTOR) PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEMI17085,INVVEPI1711002(2),20-Nov,2,$150.00,9200,Y,Feb,,EPITOMEDIA PTE LTD,EPITOMEDIA (INSTRUCTOR) PTE LTD,FAZMI,northland primary school,NORTH,Infocomm Club CCA,PER HR,"$9,200.00",$920.00,"$1,380.00",$460.00,,$920.00,"$1,380.00",,$920.00,$460.00,$460.00,,"$1,380.00",$920.00,,5003317160,14.12.17,"$9,200.00",$0.00,
VEPI17003,VEPI17003,17/2/2017,6,$100.00,$600.00,Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Jan),PER HR,$600.00,$600.00,,,,,,,,,,,,,,5003183179,13.03.17,$600.00,$0.00,
VEPI17004,INVEPI1704,17/3/2017,12,$100.00,"$1,200.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Feb),PER HR,"$1,200.00",,"$1,200.00",,,,,,,,,,,,,5003198098,10.04.17,"$1,200.00",$0.00,
VEPI17005, INVVEPI170401,11-Apr-17,12.5,$100.00,"$1,250.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Mar),PER HR,"$1,250.00",,,"$1,250.00",,,,,,,,,,,,5003210558,08.05.17,"$1,250.00",$0.00,
VEPI17006,INVVEPI170601,6-Jun-17,3,$100.00,$300.00,Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Apr),PER HR,$300.00,,,,,$300.00,,,,,,,,,,5003237413,03.07.17,$300.00,$0.00,
VEPI17007,INVVEPI170602,6-Jun-17,3.5,$100.00,$350.00,Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (May),PER HR,$350.00,,,,,,$350.00,,,,,,,,,5003237413,03.07.17,$350.00,$0.00,
VEPI17008,INVVEPI170603,6-Jun-17,21.5,$100.00,"$2,150.00",y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Jun),PER HR,"$2,150.00",,,,,,,"$2,150.00",,,,,,,,5003249612,31.07.17,"$2,150.00",$0.00,
VEPI17009,INVVEPI170802,11-Aug-17,16,$100.00,"$1,600.00",y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Jul),PER HR,"$1,600.00",,,,,,,,"$1,600.00",,,,,,,5003267203,05.09.17,"$1,600.00",$0.00,
VEPI17010,INVVEPI1709001,27-Sep-17,10.5,$100.00,"$1,050.00",y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,victoria school,EAST,Photography CCA (Aug),PER HR,"$1,050.00",,,,,,,,,"$1,050.00",,,,,,5003289300,20.10.17,"$1,050.00",$0.00,
VEPI17015,INNVEPI1711003,15-Nov-17,1,"$4,880.00","$4,880.00",Y,,,DANCE ATELIER PTE LTD,DANCE ATELIER PTE LTD,RAMESH,geylang methodist primary school,EAST,Photography & Game Design,PACKAGE - PAX,"$4,880.00","$1,590.00","$1,590.00","$1,700.00",,,,,,,,,,,,5003314591,11.12.17,"$4,880.00",$0.00,
VEPI17016,INVVEPI170402,11-Apr-17,2,$95.00,$190.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Jan),PER HR,$190.00,$190.00,,,,,,,,,,,,,,5003210558,08.05.17,$190.00,$0.00,
VEPI17017,INVVEPI170403,11-Apr-17,6,$95.00,$570.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Feb),PER HR,$570.00,,$570.00,,,,,,,,,,,,,5003210558,08.05.17,$570.00,$0.00,
VEPI17018,INVVEPI170701a,11-Jul-17,6,$95.00,$570.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Mar),PER HR,$570.00,,,$570.00,,,,,,,,,,,,5003251939,03.08.17,$570.00,$0.00,
VEPI17020,INVVEPI170702b,11-Jul-17,8,$95.00,$760.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (May),PER HR,$760.00,,,,,,$760.00,,,,,,,,,5003251939,03.08.17,$760.00,$0.00,
VEPI17021,INVVEPI170703c,11-Jul-17,2,$95.00,$190.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Jun),PER HR,$190.00,,,,,,,$190.00,,,,,,,,5003251939,03.08.17,$190.00,$0.00,
VEPI17022,INVVEPI1709005a,2-Oct-17,6,$95.00,$570.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Jul),PER HR,$570.00,,,,,,,,$570.00,,,,,,,5003292174,26.10.17,$570.00,$0.00,
VEPI17022,INVVEPI1709006,28-Sep-17,6,$95.00,$570.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (Aug),PER HR,$570.00,,,,,,,,,$570.00,,,,,,5003290224,23.10.17,$570.00,$0.00,
VEPI17022,INVVEPI1711004,15-Nov-17,4,$95.00,$380.00,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,CHRISTINE,bedok view secondary,EAST,Photography CCA (oct),PER HR,$380.00,,,,,,,,,,,$380.00,,,,5003314591,11.12.17,$380.00,$0.00,
VEPI17024,,,,,$0.00,,No such project. The project was not confirm. Amount projected was $1388,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,FAIZAL,damai primary school,EAST,Stop Go Motion,PACKAGE - HR,$0.00,,,,,,,,,,,,$0.00,,,,,,$0.00,
VEPI17027,INVVEPI170705A,,1,"$4,230.00",4230,y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,FAIZAL,bendemeer secondary,SOUTH,Printing & Publishing Module,Per Pax,"$4,500.00",,,"$4,500.00",,,,,,,,,,,,5003259311,21.08.17,"$4,230.00",$270.00,
VEPI17031,INVVEPI1709002,27-Sep-17,1,"$1,788.00","$1,788.00",y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,FAIZAL,Geylang Methodist Secondary,EAST,Paper animation,PACKAGE - HR,"$1,788.00",,,,,,,,"$1,788.00",,,,,,,5003289300,20.10.17,"$1,788.00",$0.00,
VEPI17032,INVIVE1710004,16-Oct-17,14,$120.00,"$1,680",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,FAIZAL,NPS International,EAST,Game Design,PER PAX,"$1,680.00",,,,,,"$1,680.00",,,,,,,,,Cheque,16.01.17,"$1,680.00",$0.00,
VEPI17001,INVVEPI1710001,11th October,24,$190.00,"$4,560.00",y,,Ongoing,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,KRISTEN,hillgrove secondary school,WEST,VIDEOGRAPHY WORKSHOP,PER HR,"$4,560.00",$912.00,$912.00,$912.00,,$912.00,$912.00,,,,,,,,,5003296978,06.11.17,"$4,560.00",$0.00,
VEPI17002,INVVEPI1710002,11th October,32,$180.00,"$5,760.00",y,,Ongoing,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,KRISTEN,hillgrove secondary school,WEST,DIGITAL ART (PHOTOJOURNALISM),PER HR,"$5,760.00","$1,152.00","$1,152.00","$1,152.00",,"$1,152.00","$1,152.00",,,,,,,,,5003296978,06.11.17,"$5,760.00",$0.00,
VEPI17026,INVVEPI170901-2,6th Oct,47,$47.00,"$2,209.00",Y,,Ongoing,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,greendale secondary,NORTH,Stop Go Motion,PER PAX,"$2,209.00",,"$2,209.00",,,,,,,,,,,,,5003293697,30.10.17,"$2,209.00",$0.00,
VEPI17030,INVVEPI17030001,31-May,87,$47.00,"$4,089.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Sembawang Secondary,NORTH,Video Production,PER PAX,"$4,089.00",,,,,,"$4,089.00",,,,,,,,,5003233892,27.06.17,"$4,089.00",$0.00,
VEPI17033,INVVEPI17033001,31-May,6,$712.00,"$4,272.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,ICT Baseline,NORTH,Advance powerpoint,PACKAGE - PAX,"$4,272.00",,,,,,"$4,272.00",,,,,,,,,5003233892,27.06.17,"$4,272.00",$0.00,
VEPI17028,INVVEPI17110001,,14,$100.00,"$1,400.00",,,Ongoing,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,huayi secondary,WEST,Photography for SDMA,PER HR,"$1,400.00",,,"$1,400.00",,,,,,,,,,,,5003314591,11.12.17,"$1,400.00",$0.00,
VEPI17029,,,,,$0.00,,PROKECT ACCIDENTALLY AWARDED TO SOMEONE ELSE,Ongoing,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,huayi secondary,WEST,Video and Animation for SDMA,PER HR,$0.00,,,"$1,760.00",,,,,,,,,,,,,,,$0.00,
VEPI17034,INNVEPI1711005,17TH NOV,1,"$27,400.00","$27,400.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Anderson Primary School,NORTH,ICT BASELINE for P3-P6,PACKAGE - HR,"$27,400.00",,,,,,,,"$7,100.00","$7,300.00","$7,000.00",,"$6,000.00",,,5003314591,11.12.17,"$27,400.00",$0.00,
VEPI17035,INVVEP170708,28th July,6,$200.00,"$1,200.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Christ Church Sec,NORTH,Video Lecture,PER HR,"$1,200.00",,,,,,,,"$1,200.00",,,,,,,5003259311,21.08.17,"$1,200.00",$0.00,
VEPI17036,INVVEPI1710001,31-Oct,1,$900.00,$900.00,Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Whitley Sec,SOUTH,Sand Animation,PACKAGE - HR,$900.00,,,,,,,,,,,,$900.00,,,5003305421,23.11.17,$900.00,$0.00,
VEPI17037,INVVEP1710003,11TH OCT,1,"$2,700.00","$2,700.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,NORAIN,Anderson Primary School,WEST,Imovie VideoGraphy,PER PAX,"$2,700.00",,,,,,,,,"$2,700.00",,,,,,5003296978,06.11.17,"$2,700.00",$0.00,
VEPI17038,INVVEPI1711005A,10-Nov-17,231,$75.00,"$17,325.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,LINDEN LOKE,Innova Primary,NORTH,P6 Post Exam,PER PAX,"$17,325.00",,,,,,,,,,,,"$17,325.00",,,5003323986,26.12.17,"$17,325.00",$0.00,
VEPI17039,INVVEPI170902,7th Sep,1,"$1,200.00","$1,200.00",,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Sembawang Secondary,NORTH,Hand Drawn Animation,PACKAGE - HR,"$1,200.00",,,,,,,,,"$1,200.00",,,,,,5003280070,02.10.17,"$1,200.00",$0.00,
VEPI17040,INVVEPI1710002,31-Oct,1,"$1,500.00","$1,500.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Sembawang Secondary,NORTH,Digital Manga,PACKAGE - HR,"$1,500.00",,,,,,,,,,,,"$1,500.00",,,5003305421,23.11.17,"$1,500.00",$0.00,
VEPI17041,INNVEPI1711004,15-Oct-17,18,$180.00,"$3,240.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,RAMESH,CANBERRA PRI,NORTH,P3 SAND ANIMATION,PER HR,"$3,240.00",,,,,,,,,,,,,"$3,240.00",,5003314591,11.12.17,"$3,240.00",$0.00,
VEPI17042,INVVEPI1711002,9-Nov-17,1,"$1,980.00","$1,980.00",Y,,,EPITOMEDIA PTE LTD,EPITOMEDIA PTE LTD,MARTIN LOCK,Hougang Sec,NORTH,VIDEOGRAPHY WORKSHOP,PACKAGE - PAX,"$1,980.00",,,,,,,,,,,,"$1,980.00",,,5003311085,04.12.17,"$1,980.00",$0.00,
VEPI17043,INVVEP1711001,6-Nov-17,47,$260.00,"$12,220.00",Y,,,EPITOMEDIA PTE LTD,PASSIONISTA PTE LTD,HARJINDER SINGH,Queenstown Sec,SOUTH,AR / VR,PER PAX,"$12,220.00",,,,,,,,,,,,"$12,220.00",,,5003309502,30.11.17,"$12,220.00",$0.00,
VEPI17044,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17045,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17046,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17047,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17048,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17049,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17050,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17051,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17052,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17053,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17054,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17055,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17056,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17057,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17058,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17059,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17060,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17061,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17062,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17063,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17064,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17065,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17066,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17067,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17068,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17069,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17070,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17071,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17072,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17073,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17074,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17075,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17076,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17077,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17078,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17079,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17080,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17081,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17082,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17083,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
VEPI17084,,,,,$0.00,,,,EPITOMEDIA PTE LTD,,,,,,,$0.00,,,,,,,,,,,,,,,,,,$0.00,
